"protein__id","gene__name","lqf__Ampicillin__1","lqf__Ampicillin__2","lqf__Ampicillin__3","lqf__Cefotaxime__1","lqf__Cefotaxime__2","lqf__Cefotaxime__3","lqf__Impipenem__1","lqf__Impipenem__2","lqf__Impipenem__3","lqf__Ciprofloxacin__1","lqf__Ciprofloxacin__2","lqf__Ciprofloxacin__3","lqf__Control__1","lqf__Control__2","lqf__Control__3"
"ACQ41973.1;P62552","ccdA",24.7033,23.5168,26.3269,25.5626,26.1038,26.544,25.2792,26.2555,25.3692,25.6053,25.7816,24.1328,25.0988,23.7453,26.1664
"ACQ41974.1;P62554","ccdB",25.9655,25.3959,25.3544,26.0886,22.5917,25.585,22.7714,25.2124,24.372,25.0882,25.9174,25.0621,26.0639,25.7116,26.2768
"ACQ41977.1",NA,25.6478,25.1212,25.7623,25.7226,25.0007,24.9717,25.8281,25.0214,24.7062,25.3644,25.6523,25.8179,23.7989,24.9121,25.4401
"ACQ42006.1",NA,24.4971,24.1877,23.4705,27.8062,24.3875,26.3394,27.3815,27.5245,24.3834,25.9224,24.5747,22.792,27.0206,27.3275,27.1247
"ACQ42024.1",NA,28.2335,26.5797,29.0626,29.5706,29.117,29.6083,29.9096,30.1399,30.7119,30.3731,29.8435,29.9994,27.4281,29.0942,28.6517
"ACQ42036.1",NA,26.2056,26.6164,26.244,26.3227,24.9143,26.348,26.9393,26.5688,24.3982,24.1375,24.4271,25.2148,22.7568,26.6074,26.2316
"ACQ42045.1",NA,32.5698,32.3957,33.0636,32.6473,32.4935,32.7512,32.2604,32.309,31.972,32.3105,31.7699,31.3072,31.7283,32.2477,32.3441
"ACQ42046.1",NA,29.7888,28.4346,30.8056,30.8211,30.3832,30.5672,30.5298,30.5858,30.8524,31.0511,30.553,30.4271,29.1439,30.4658,30.0566
"ACQ42051.1",NA,24.3892,24.1676,26.8046,27.4073,27.0784,27.5011,26.6168,26.2342,26.6081,29.3371,27.1818,27.4054,22.4108,25.716,25.179
"ACQ42056.1",NA,26.0653,27.537,23.9421,24.2024,26.7797,26.4628,26.5855,27.014,24.0961,26.3162,26.3356,26.4963,26.8843,26.9991,26.7788
"ACQ42065.1",NA,25.7451,25.805,26.1399,25.901,24.906,26.491,27.3926,27.0308,26.7822,26.5014,26.5886,27.183,26.5553,27.2181,27.673
"ACQ42069.1",NA,27.7962,27.5631,29.1084,28.1239,27.1317,27.7748,27.8415,28.1527,27.7983,27.451,25.1019,22.5707,27.6875,27.5329,27.0963
"ACQ42094.1",NA,27.5113,29.3733,24.3489,28.8541,26.5868,28.229,30.4183,29.732,27.5389,30.065,27.8094,28.3936,28.7644,29.1652,29.8941
"ACQ42102.1",NA,28.1648,27.7603,28.1694,28.5553,27.5161,28.3311,29.2693,29.4049,28.6175,28.9625,28.0761,25.575,27.1998,29.2144,29.1232
"ACQ42108.1",NA,27.0451,26.2522,26.0191,26.3374,26.6853,25.7975,26.6345,26.5038,25.6961,24.9328,25.5104,25.37,26.6847,25.8134,26.0367
"ACQ42109.1",NA,25.3481,23.5081,23.099,24.2213,25.1548,24.5393,24.1108,24.0846,24.502,24.8595,24.2638,23.3394,24.7231,23.1891,25.0646
"P00350","gnd",32.2142,32.5136,31.9606,31.6939,31.6921,31.6024,31.7651,31.9879,31.5909,32.5448,32.428,32.375,31.9036,32.0817,31.9427
"P00363","frdA",26.3379,27.1283,26.9136,26.0157,26.1885,26.4318,26.229,26.2888,26.1506,26.9108,26.9864,26.1002,26.1746,26.3729,26.6429
"P00370","gdhA",26.0673,26.8433,26.1137,26.1546,26.268,26.8439,27.4305,27.3214,26.8583,25.8962,26.6786,26.1546,26.4738,27.4339,27.5087
"P00448","sodA",32.0818,31.4953,32.3856,31.5042,32.0313,31.5757,30.972,31.2744,31.1848,32.2331,31.3613,30.8461,31.2421,30.9513,31.1555
"P00452","nrdA",31.057,31.0482,29.9596,30.9111,29.4095,30.0847,30.5843,30.1041,27.952,29.6425,30.0981,29.9503,30.9506,30.6902,29.9653
"P00490","malP",27.7705,28.5185,27.8268,28.7185,28.3362,28.7322,28.8318,28.9341,29.5426,29.5902,27.2967,27.5543,28.4126,28.8571,29.3262
"P00509","aspC",30.8351,31.6323,30.6242,30.8682,30.3125,30.7412,31.4152,31.3616,31.1776,31.5239,31.2324,31.5989,31.3071,31.3582,31.4202
"P00579","rpoD",28.0179,28.0912,27.8584,27.5956,27.3071,27.7038,28.0783,27.6766,27.2208,27.9402,27.5749,27.6615,28.0358,28.1778,28.2812
"P00582","polA",28.4115,29.0478,28.5204,28.9496,28.304,28.7291,28.9175,28.8974,28.9369,29.1598,29.1032,28.9506,28.8186,28.9856,29.4491
"P00722","lacZ",27.0908,28.0951,26.9201,28.3115,26.9705,28.2185,29.2792,29.2371,28.7158,30.2822,29.1023,28.8812,28.1882,27.8913,28.8033
"P00805","ansB",32.2611,31.5588,32.5891,32.0555,32.5087,32.3214,31.6933,31.8054,31.5078,32.1848,31.4146,31.3497,31.7622,31.7424,31.6046
"P00864","ppc",30.8855,31.0644,30.6952,30.8279,30.768,30.6714,30.7557,30.8352,31.0268,31.5756,31.0041,31.0139,31.066,31.1456,31.1553
"P00888","aroF",24.3081,24.3566,23.595,25.5427,24.6461,25.4094,25.678,25.4306,25.2553,25.9636,24.0687,25.3262,24.2634,26.4116,23.2532
"P00909","trpC",26.2618,24.3727,25.734,26.6939,25.8741,26.7169,26.807,26.6244,26.0165,24.2674,24.7665,23.1247,26.2282,26.4058,26.9141
"P00926","dsdA",25.9269,24.5659,25.5725,26.1055,26.3228,25.6325,26.1083,25.9652,25.3147,25.404,24.9754,23.2318,26.4087,24.1457,25.9949
"P00934","thrC",29.2897,28.8647,29.3842,29.0775,29.6199,29.3698,29.142,29.2511,29.4673,29.8044,28.8981,28.7239,28.8881,28.8106,29.4618
"P00946","manA",29.243,29.4157,29.3692,29.285,29.3353,29.5378,29.072,29.4893,29.4088,29.3828,29.4351,29.3475,29.323,28.9217,29.5348
"P00954","trpS",28.6042,28.342,28.4433,28.3535,28.6437,28.1399,28.2993,28.4597,28.5441,28.9192,28.6363,28.7048,28.393,28.5611,28.5947
"P00956","ileS",30.5677,30.5348,30.2821,30.8144,30.2907,30.5949,30.5024,30.7732,30.9488,30.7196,30.9877,31.0923,30.6611,30.6941,30.8174
"P00957","alaS",30.8587,30.6262,30.6316,30.6992,30.4118,30.5991,30.5991,30.7052,30.7865,31.0411,30.8536,31.1606,30.7234,30.7876,30.9028
"P00959","metG",29.7258,29.6627,29.1558,29.9702,29.2568,29.8431,29.6098,30.0711,30.0235,30.0758,29.7107,30.0026,30.1381,29.9088,29.8296
"P00960","glyQ",27.1807,27.597,26.0929,27.5041,26.451,27.2932,28.2532,28.4105,27.728,28.0578,27.8047,27.9123,28.1817,27.8772,28.4417
"P00961","glyS",31.3744,31.3817,31.2413,31.0724,30.9888,31.3118,31.2635,31.3405,31.0992,31.7946,31.709,31.7841,31.3628,31.2396,31.4359
"P00962","glnS",29.3267,29.488,29.486,29.1794,28.5985,29.0042,29.3373,29.4451,29.3586,29.7764,29.8337,29.838,29.1222,29.4687,29.7313
"P00963","asnA",27.0359,26.0263,26.4643,27.8028,27.5164,27.4022,27.1272,27.1909,27.9398,26.5653,26.9837,26.9504,26.9959,26.4129,26.1149
"P00968","carB",26.9408,27.684,26.5446,27.111,26.4662,27.1292,27.3393,27.5769,26.5213,28.3777,29.0241,29.9001,27.3853,27.4233,27.6438
"P02358","rpsF",31.0267,31.3291,32.1505,30.9271,31.0321,31.1661,30.7119,30.8705,30.4933,31.9294,32.012,31.7147,30.5653,31.2384,31.1996
"P02359","rpsG",32.9371,33.0887,32.8715,32.8424,32.5506,32.8758,32.6558,32.8655,32.5424,33.631,33.3165,33.5123,32.6034,32.7213,33.2242
"P02413","rplO",30.537,30.7421,30.9945,30.9073,30.3086,30.7318,30.2443,30.2785,30.3131,31.2721,31.327,31.3009,30.1947,30.557,30.4954
"P02924","araF",28.6098,27.7706,29.2943,28.8962,29.2882,28.5179,29.5016,29.5239,29.7064,28.0531,28.7571,28.5856,28.4869,28.883,28.6597
"P02925","rbsB",35.4145,35.9337,36.9251,35.4404,37.0495,35.8174,35.6553,36.2499,36.2187,35.0087,35.6406,35.1582,35.4974,36.1741,34.7078
"P02930","tolC",23.2708,26.3801,24.8021,25.4109,23.0331,23.7372,24.9681,24.3965,23.7514,25.0262,26.6005,26.1917,24.732,23.0366,25.4203
"P03817","mioC",24.8411,23.6163,26.7588,25.8085,26.7824,26.6251,25.794,26.1067,26.3028,26.5231,25.4803,24.0414,26.0413,23.5903,26.0586
"P03841","malM",27.044,25.8935,27.5792,26.722,27.2517,26.8097,26.5764,26.1172,26.504,28.2741,24.6573,27.2571,26.5385,26.7111,26.7607
"P04036","dapB",26.4911,26.4766,27.3196,27.0404,26.8597,27.4233,27.0891,26.8928,27.0083,26.8492,27.3294,27.4225,26.9176,27.0107,27.1716
"P04079","guaA",29.3608,29.635,28.7597,30.2635,28.4216,29.5293,29.7838,29.6422,29.1039,29.8151,29.6939,29.4473,29.5572,29.5428,29.5971
"P04128","fimA",28.0353,28.1506,28.3644,27.1109,26.8887,23.5585,27.4332,26.9439,23.7933,26.1665,27.0487,24.8178,27.4046,28.3123,27.5823
"P04335","frsA",24.6135,23.8692,23.9354,24.7331,23.2307,23.5041,24.1316,24.1891,24.3615,24.2864,24.9774,24.7704,24.5756,23.9989,24.5487
"P04425","gshB",28.466,28.2319,28.1425,28.6833,28.1092,28.6525,28.7115,29.0353,28.8252,28.7337,28.6322,28.4026,28.7977,28.7108,28.5778
"P04693","tyrB",26.7614,26.8164,25.8815,26.6517,26.2647,26.4479,26.4826,26.8466,26.0704,27.1492,26.9205,26.9096,27.1678,27.0239,26.7314
"P04805","gltX",30.4018,30.3785,30.0678,30.3315,30.3038,30.2956,30.6462,30.3584,30.2187,30.6423,30.8582,30.7934,30.3633,30.4574,30.6368
"P04825","pepN",30.1036,30.1486,29.8453,30.1304,29.6559,30.1314,30.3036,30.1418,30.2353,29.9958,29.8036,30.1219,30.2654,30.4141,30.5176
"P04949","fliC",28.978,28.9436,31.4865,31.6749,27.5385,29.7484,23.8043,23.3158,25.419,28.6291,29.4547,30.7697,28.6618,28.2739,28.9663
"P04951","kdsB",26.2221,26.8455,24.3827,26.2091,23.5762,27.3588,26.4708,26.9749,23.1395,26.4287,25.7123,25.6273,27.1422,26.6934,27.7542
"P04982","rbsD",29.3944,27.9731,30.6555,27.7938,30.1544,28.3316,27.3961,27.7318,29.0273,28.7659,28.2818,28.3895,28.2965,28.4585,28.1462
"P04983","rbsA",27.2461,28.2658,26.959,27.7418,26.5912,27.6084,28.1961,28.2304,27.7236,26.8742,28.313,27.9333,27.8751,28.0021,28.4907
"P05020","pyrC",28.6262,28.7101,28.5361,28.3269,28.364,28.4011,28.5201,28.2479,28.8192,29.035,28.7902,29.1847,28.3057,28.5434,28.587
"P05042","fumC",27.7265,28.2474,27.6831,27.3772,26.2766,27.5025,27.7874,28.0083,28.257,28.2976,28.3449,27.9607,28.1574,28.0061,28.306
"P05055","pnp",30.4863,30.4272,30.1194,30.1328,29.8427,30.1235,30.2935,30.5216,30.6066,30.536,30.8089,31.1156,30.1039,30.3724,30.5406
"P05458","ptrA",24.6961,25.0442,24.4219,25.1359,24.8494,25.4978,25.9576,26.0691,25.5138,25.4283,24.2787,22.8578,23.886,26.1861,25.9608
"P05459","pdxB",27.8425,27.9477,27.2559,27.6312,27.1244,27.2273,27.5718,27.5028,27.3625,27.6915,27.7741,27.9138,27.9037,27.9778,27.9815
"P05637","apaH",24.4573,25.0459,24.0258,24.7012,24.2012,24.0345,26.2215,25.2626,25.3,25.2104,25.2817,25.351,25.4428,23.7103,25.0444
"P05793","ilvC",26.2583,26.6566,25.9255,26.8053,25.5579,26.2734,26.9947,26.0398,25.8851,25.0458,25.4536,23.7674,22.9142,27.0921,26.1383
"P06149","dld",24.6062,27.7278,26.4015,25.7371,26.5464,26.0167,26.5787,26.268,27.1413,27.2832,25.3177,24.763,26.0856,26.0312,27.7917
"P06610","btuE",26.8387,26.7836,27.205,26.8168,26.1098,27.2698,26.5181,25.6718,25.9854,25.7748,27.7328,27.4849,25.848,26.5876,27.3083
"P06612","topA",28.0957,27.4413,28.843,28.2343,28.303,28.1334,27.6122,27.8165,27.9714,28.1609,27.7537,27.6972,27.5933,27.783,28.2903
"P06715","gor",27.7245,29.4152,28.1098,28.4426,27.4582,28.3644,28.0585,28.4248,28.381,28.2489,28.9867,28.7992,28.4191,28.6141,28.5691
"P06720","melA",27.7888,28.1773,27.911,27.5632,27.3454,28.0902,28.6566,28.361,27.3675,28.8154,28.2211,28.3989,28.0491,28.0882,27.6345
"P06959","aceF",32.5286,32.1864,32.4032,32.5488,32.0673,32.4151,32.364,32.4337,32.9042,32.779,32.9878,33.0167,32.2556,32.3458,32.157
"P06968","dut",28.0369,27.5422,27.5869,27.8539,27.6475,27.3977,27.0147,26.9598,27.1724,27.5533,27.9965,27.8232,27.5545,27.2351,26.6096
"P06983","hemC",26.085,25.2429,25.8441,24.0411,25.7685,26.0133,25.0391,25.2188,24.1857,25.1992,25.0605,25.2442,25.7994,25.8567,25.6119
"P06986","hisC",27.3827,27.4307,27.3544,26.9373,27.3955,26.5769,26.3962,26.9322,26.651,26.0776,27.4156,27.6248,27.2536,26.9866,27.0531
"P06987","hisB",26.2618,27.8737,26.2247,28.0094,26.3346,27.3691,28.264,27.3204,26.827,26.9887,26.9235,26.9008,27.3776,27.6895,27.8513
"P06988","hisD",27.1761,27.1265,27.2961,27.0865,26.6958,26.9349,26.4393,26.718,27.2701,26.3457,27.1411,27.3791,27.3893,27.2818,26.9637
"P06992","rsmA",24.6426,24.3617,24.0114,24.2985,24.7891,24.3772,25.1338,25.9307,24.3918,24.8191,23.8734,24.3367,24.6074,24.5719,25.7126
"P06996","ompC",25.9408,25.5376,26.6442,26.3017,25.7834,25.9688,26.2007,26.291,25.2501,25.7928,26.1853,23.6842,26.3991,26.2816,25.7141
"P06999","pfkB",26.4491,27.5904,27.552,27.2178,27.2628,26.856,26.7414,26.7308,24.4657,26.0692,27.0949,26.5993,27.1503,26.5678,27.4259
"P07003","poxB",28.7585,28.7224,28.0564,28.8822,29.1003,29.1171,29.2087,29.3951,28.8255,26.4425,27.9196,24.9909,29.1227,29.4844,30.004
"P07004","proA",27.1403,27.2118,27.285,27.153,26.8257,27.3885,27.0138,27.3629,27.5339,27.18,27.2081,27.3239,27.7821,27.5782,27.7869
"P07012","prfB",28.5657,28.3788,29.4503,29.9801,29.4148,29.3853,28.6294,28.8517,29.0724,29.697,29.8551,30.2372,28.9184,29.1311,28.9126
"P07014","sdhB",27.7173,28.0266,27.826,27.792,28.0353,27.5639,28.0443,27.4921,28.5001,27.4645,28.4023,27.9027,27.4693,27.9616,27.8394
"P07024","ushA",28.8176,28.2325,28.179,28.3572,28.2218,28.3383,28.1957,28.6985,28.5386,28.2724,27.9872,28.0064,28.1327,27.9713,28.3347
"P07102","appA",24.955,25.4952,23.795,26.1581,26.1002,25.9604,26.814,26.7738,24.1615,23.5895,23.5403,24.8349,25.9882,26.6099,26.8459
"P07118","valS",30.8988,30.7157,30.4119,30.6716,31.1306,30.7607,30.9643,30.645,30.8246,31.3406,31.1269,31.3421,30.8293,30.6047,30.7271
"P07395","pheT",31.014,31.1467,30.103,30.951,30.2473,30.7586,31.1027,30.9663,30.6427,31.4343,31.1878,31.5182,31.1865,31.152,31.1383
"P07464","lacA",24.614,25.2988,25.3323,24.1292,25.3218,25.3374,24.8069,24.5544,24.8129,25.9372,26.6577,26.2911,24.688,25.1411,25.0967
"P07639","aroB",26.2191,27.2863,25.3841,26.6534,26.7303,26.8466,27.0016,26.4908,27.2368,27.4057,27.0085,26.6211,26.6352,27.022,27.2251
"P07650","deoA",29.1363,28.8606,28.6245,28.6712,28.6218,29.0247,29.2632,28.8577,29.2064,29.3119,29.2911,29.0721,28.9224,29.1897,29.2736
"P07813","leuS",30.3535,30.434,30.3339,30.2836,30.2275,30.3302,30.5003,30.4053,30.392,30.9837,30.7247,30.7067,30.2896,30.3311,30.8046
"P07862","ddlB",25.7103,26.1719,25.7005,27.1301,26.7632,26.7129,26.4558,26.8661,27.0283,26.0252,26.2114,26.031,26.2599,26.7361,26.9617
"P07913","tdh",29.0301,29.6322,28.4506,29.1313,27.8416,28.9041,29.2593,29.8726,28.2991,29.3872,29.2285,29.5303,29.0615,29.1723,29.1835
"P08142","ilvB",25.9157,26.9308,22.4753,26.994,23.2448,27.0457,26.8716,25.418,24.6707,22.962,26.6914,24.665,25.6754,27.1472,27.5606
"P08178","purM",28.6703,28.0416,28.1683,28.8786,28.277,28.5777,28.9243,28.7278,29,29.5023,28.688,28.7058,28.4061,28.3062,28.7776
"P08179","purN",26.5832,26.5562,26.941,26.4561,26.678,26.7106,26.2672,26.308,26.5872,26.5819,27.1638,27.3637,26.1973,26.559,26.3581
"P08190","fimG",25.0964,25.3244,25.8725,25.2728,23.3267,24.5983,24.7426,25.1597,24.0975,24.0389,24.0771,24.3375,24.813,26.6889,25.4009
"P08191","fimH",26.3077,26.4898,27.2395,25.9554,26.4169,25.5234,26.4892,26.3342,23.9378,23.4489,24.3319,23.8686,27.073,27.1999,25.7479
"P08192","folC",25.5843,26.3767,24.8556,26.0096,23.8241,26.2524,25.6472,24.3903,24.7915,25.683,25.9453,23.9388,25.0994,25.7345,25.5553
"P08194","glpT",24.1181,24.1021,24.3029,23.9949,23.7193,23.5146,24.1179,24.314,23.747,24.0881,23.9671,24.7644,24.1481,24.7606,25.0127
"P08200","icd",32.9992,33.1909,32.1971,32.6498,31.6271,32.5994,33.2875,33.052,31.9502,32.9627,32.8653,33.1907,33.0213,33.2895,33.2156
"P08202","araA",24.8863,25.9174,24.4241,24.5415,25.1505,23.5766,24.5701,25.9477,26.4823,25.0812,24.567,24.5758,25.8993,25.933,25.5955
"P08312","pheS",29.5823,29.3952,29.757,29.3169,29.0433,29.2281,29.5205,29.2765,28.9883,29.7861,29.4673,29.9684,29.4651,29.4137,29.6902
"P08331","cpdB",23.5029,24.6151,24.0826,26.4251,27.3164,27.0282,26.0676,26.9472,23.6193,26.309,26.2225,24.0614,23.027,26.4862,26.2421
"P08390","usg",26.3834,26.8971,27.3172,28.6814,27.6975,28.5922,27.5494,28.1437,26.9116,27.1773,26.5208,24.1138,28.1432,28.5325,28.0455
"P08622","dnaJ",25.5789,23.6735,26.3095,25.888,26.1789,25.4521,25.0665,25.4498,23.913,25.4337,25.5797,25.3443,25.3481,25.1624,26.0096
"P08839","ptsI",30.2373,30.3619,30.606,30.6321,30.6807,30.732,30.0422,30.4572,30.1312,30.3656,30.4592,30.0387,30.2838,30.4668,30.6272
"P08957","hsdM",22.915,24.9589,25.6595,24.8783,25.8181,26.0009,25.2523,24.6576,25.3808,26.1742,25.271,24.1381,24.4423,23.4098,24.8715
"P08997","aceB",29.951,30.5696,30.4857,30.0605,29.7443,29.995,30.4506,30.3782,29.8486,27.411,29.8855,29.3089,30.3872,30.7771,30.7244
"P09029","purK",28.4976,28.0076,27.7008,27.8592,28.1231,28.1237,27.965,27.9942,27.8848,28.4022,28.3945,28.0217,27.9199,28.0741,27.984
"P09030","xthA",27.9364,28.0986,28.2698,27.9513,28.3173,27.8154,27.6389,27.56,27.9898,28.1738,28.0916,28.2758,27.3699,27.5174,28.1646
"P09147","galE",28.9271,29.2362,28.819,29.0907,29.157,29.2178,28.6472,29.2564,28.5322,29.3339,29.5856,29.3125,29.5044,29.1591,29.3475
"P09148","galT",29.3081,29.1401,28.6007,28.394,28.6313,28.7849,28.629,28.6038,28.3999,28.3959,29.317,30.3176,28.4555,29.116,28.5051
"P09158","speE",26.1893,27.2657,24.2014,25.8922,24.7473,25.5675,28.1093,27.4284,25.6573,26.598,25.9553,25.9941,28.0096,27.1959,27.7384
"P09372","grpE",30.9484,30.3105,30.9629,30.6566,30.2304,30.3644,30.1641,30.2858,30.1347,30.8798,30.6455,30.7598,30.28,30.7561,30.504
"P09373","pflB",33.5351,33.22,33.2335,33.6564,33.7118,33.6471,33.5508,33.6248,33.2926,33.5929,33.0578,32.9402,33.2855,33.4868,33.7034
"P09394","glpQ",33.5264,32.4237,33.3678,33.03,32.9539,33.1539,32.6971,33.0764,33.18,33.3149,32.2812,32.2122,32.9292,32.4709,32.9462
"P09424","mtlD",28.0886,28.6106,27.4882,27.786,27.3588,27.9669,28.7877,28.508,28.4806,28.3309,28.3906,28.2566,28.5027,28.5845,28.7741
"P09546","putA",29.1229,29.0406,29.1418,30.0346,29.7136,29.7744,29.9355,29.3674,29.7914,27.6393,30.2838,30.4364,28.8177,28.0472,28.5145
"P09551","argT",28.5905,27.9319,28.3031,27.32,27.3128,27.3989,27.2218,27.4261,28.7694,23.6179,24.2888,23.7289,27.5709,27.2714,27.7389
"P09831","gltB",27.4425,27.2969,26.6183,27.2743,26.6865,27.6242,27.9625,28.1822,28.0005,29.3307,28.3501,28.2226,26.5696,27.2165,27.9712
"P09832","gltD",25.7372,23.6639,26.0869,25.2599,25.5698,25.3633,25.0069,25.457,25.5635,26.8229,25.8124,25.7534,24.1736,24.3916,25.2928
"P09996","yidB",24.1223,23.3464,25.435,24.0448,27.354,23.1975,24.1038,23.8085,23.431,25.0833,25.3544,25.2037,26.4211,25.8197,26.366
"P0A698","uvrA",26.5605,26.6899,25.9795,26.4264,26.4324,26.4322,27.4806,26.4199,26.6641,26.5059,26.4921,26.2299,27.1713,26.8611,27.3516
"P0A6A3","ackA",31.0762,31.4962,31.2753,31.0887,31.3227,31.4504,30.9856,31.0744,30.2913,31.452,31.4603,31.3041,31.0499,31.0976,31.3693
"P0A6A8","acpP",32.6737,30.5463,32.4042,31.8549,32.1289,31.7136,31.3959,31.5591,32.1483,31.5829,31.1574,31.6261,31.5258,31.1378,31.3588
"P0A6B4","alr",24.4083,24.2873,23.2248,25.0901,24.5143,24.9129,24.5114,23.8976,25.4218,26.4673,25.686,25.3149,23.4624,24.3084,24.4492
"P0A6B7","iscS",28.8485,28.9683,28.7027,28.6317,28.4633,29.2549,29.2817,29.0033,28.5287,29.2287,29.0576,29.2556,29.1395,29.4243,29.2851
"P0A6C1","nfo",24.2156,24.2875,25.0971,25.9559,24.5184,24.04,25.875,25.9053,26.1056,26.0505,26.0835,25.0284,26.7,24.8736,26.256
"P0A6D7","aroK",27.3749,27.2237,27.3673,27.414,26.3176,27.7961,27.4158,27.5135,27.3215,28.7799,27.7925,27.4626,26.363,26.7666,27.0035
"P0A6E4","argG",24.1917,24.5611,24.9277,25.0112,24.9903,23.8457,23.6445,26.0697,24.1815,24.6365,28.3596,28.6796,25.6904,24.7769,26.8274
"P0A6E6","atpC",29.3582,30.1398,29.3499,28.588,28.8005,28.6658,28.9695,28.707,29.353,29.1799,30.0259,30.3491,29.1059,28.5908,28.7309
"P0A6F1","carA",25.1394,26.0031,25.2962,26.2343,26.6951,26.5764,25.4826,26.5886,26.2974,26.9696,27.0741,28.2984,26.304,26.1062,25.9101
"P0A6F3","glpK",33.8695,34.4883,33.8401,33.8121,33.1891,33.5863,34.2413,34.2786,34.0684,33.8475,34.6212,34.5264,34.1774,34.2309,34.3652
"P0A6F5","groL",35.2672,35.344,35.7653,35.1505,35.6392,35.3974,35.0153,35.1443,35.2415,34.6781,35.6194,35.4314,35.0876,35.3833,34.8654
"P0A6F9","groS",32.4806,31.7199,32.5927,31.839,32.4981,32.82,32.3206,32.4681,32.2989,31.9397,31.765,32.2883,31.7728,31.3464,31.9091
"P0A6G3","pncC",25.9273,24.6467,26.9132,27.5268,24.2131,27.2602,25.3454,25.8419,24.4593,25.8481,25.3652,24.1381,26.2487,26.6393,26.2767
"P0A6G7","clpP",29.696,30.5416,29.5156,29.8411,29.3123,30.1836,30.9365,31.0028,30.0239,30.5601,30.616,30.6343,30.4977,31.0694,31.01
"P0A6H1","clpX",27.0354,27.4392,27.3994,27.233,27.3101,27.5324,27.7916,27.5452,27.9615,27.8202,27.8983,27.6247,26.6887,27.3402,27.1966
"P0A6H5","hslU",28.6261,28.5258,28.0375,28.0736,27.666,27.8598,28.6035,28.2714,27.3324,28.643,28.6186,28.683,28.0152,28.2544,28.5685
"P0A6I0","cmk",24.6101,25.0495,25.5205,24.8624,24.6385,23.9981,25.5253,24.5945,22.6838,24.6191,25.3806,24.0884,23.4087,24.7415,25.5581
"P0A6J5","dadA",26.9168,26.7694,26.7133,26.8494,24.9192,25.738,26.6385,26.9697,27.0208,26.0192,26.4253,26.4624,26.1751,26.4279,26.3754
"P0A6J8","ddlA",28.0779,27.5925,27.9064,28.3624,28.0922,28.1887,27.8463,28.1825,27.8506,28.2486,28.121,27.7872,28.2143,28.3599,28.0398
"P0A6K3","def",26.6453,24.2399,26.3844,27.1436,26.8443,26.2242,25.5149,25.4689,25.9308,26.7015,26.4914,26.575,25.8746,24.5581,27.1633
"P0A6K6","deoB",31.0681,30.1087,31.2969,31.2459,31.7264,31.1269,30.6961,30.7398,31.2061,30.3388,30.6042,30.0825,30.8081,30.8236,30.7391
"P0A6L0","deoC",29.981,30.1289,30.5233,30.8899,30.3421,31.0452,30.4925,30.4899,30.9489,30.5399,30.5037,30.1135,30.2637,30.6593,30.4996
"P0A6L2","dapA",29.2741,28.9241,29.1158,29.5168,29.7978,29.1098,29.2829,29.4957,29.612,29.3047,29.2537,29.5661,29.6134,29.4273,29.4209
"P0A6L4","nanA",28.6709,28.4775,28.6141,28.8465,28.0551,29.1991,28.3532,28.1745,27.1514,28.444,29.0578,29.2728,28.7716,28.8821,28.213
"P0A6L7","uxaB",28.5082,27.8849,27.7915,28.9879,27.8116,28.2815,28.9427,28.5881,26.9242,27.9033,26.574,25.6573,28.3806,28.0877,27.7656
"P0A6L9","hscB",24.5304,24.4821,26.8774,25.5618,26.758,26.8784,26.0637,25.9713,24.4256,25.0859,25.1128,25.7044,26.4659,24.6924,25.2561
"P0A6M8","fusA",33.6433,33.7658,33.6544,33.703,33.422,33.9128,33.7926,33.4553,33.3593,33.7642,34.0949,34.2952,33.6986,33.8276,33.7929
"P0A6N4","efp",30.1331,29.54,29.264,29.5479,28.6766,29.3901,28.7368,29.3243,28.9626,30.338,29.8256,29.972,29.0934,29.3366,29.3556
"P0A6N8","yeiP",27.3556,27.3512,27.2775,28.0035,27.3767,27.7819,28.4453,27.9793,28.0375,28.3187,28.5791,28.129,28.1248,28.1413,27.9208
"P0A6P1","tsf",32.9005,32.1944,32.5901,32.6298,32.6084,32.5118,32.3732,32.2546,32.3462,32.6709,32.3784,32.2583,32.1439,32.1506,32.3092
"P0A6P5","der",23.2123,26.2894,24.8413,24.9403,25.6308,25.2567,25.8857,25.4617,24.6997,24.9023,25.0783,25.0913,25.146,24.3605,26.0773
"P0A6P7","engB",26.7517,26.9946,27.2839,27.1005,27.6245,27.017,26.8649,26.6202,26.6281,27.1803,27.1771,26.8986,27.1259,26.7087,27.0353
"P0A6P9","eno",34.4956,34.0096,34.5084,34.7289,34.864,34.8424,34.2049,34.4217,34.3244,33.9466,34.2471,34.2587,34.3443,34.2413,34.409
"P0A6Q3","fabA",29.3964,29.9415,29.894,29.0069,28.5044,28.7946,28.9253,29.045,28.2941,29.6799,29.6213,30.4719,29.0859,29.4449,29.2652
"P0A6R0","fabH",28.3062,28.8242,28.386,29.7962,28.0379,28.9313,29.2435,29.1116,28.6046,29.0891,29.4548,29.8233,28.6437,29.0373,28.7954
"P0A6R3","fis",24.5232,25.6234,27.4041,27.2169,26.5003,26.7595,26.7238,26.0252,26.6999,27.492,27.8391,28.2309,26.9736,27.2691,26.6853
