"protein__id","gene__name","lqf__Ampicillin__1","lqf__Ampicillin__2","lqf__Ampicillin__3","lqf__Cefotaxime__1","lqf__Cefotaxime__2","lqf__Cefotaxime__3","lqf__Impipenem__1","lqf__Impipenem__2","lqf__Impipenem__3","lqf__Ciprofloxacin__1","lqf__Ciprofloxacin__2","lqf__Ciprofloxacin__3","lqf__Control__1","lqf__Control__2","lqf__Control__3"
"P0A9G8","modE",26.3478,27.3876,24.3555,24.3849,25.5838,26.2919,26.4403,27.0024,27.0068,27.1656,26.4579,26.2036,26.211,24.4777,26.5802
"P0A9J6","rbsK",29.4871,30.3474,30.4363,30.7327,30.2933,30.7329,31.1126,31.0524,31.2501,31.223,31.2861,31.2613,30.4191,30.6574,31.0283
"P0A9J8","pheA",27.4715,27.7003,27.4143,28.1182,27.4473,27.3185,27.7035,27.2807,27.4558,27.8041,26.9858,26.9068,27.7833,27.8168,28.3399
"P0A9K3","ybeZ",27.4282,28.6266,28.0873,27.0509,27.699,27.2413,27.6349,27.6609,26.9191,27.335,27.3304,27.2318,27.7997,27.8931,28.4087
"P0A9K9","slyD",30.531,30.079,29.7438,31.088,29.7955,30.9131,30.2733,30.1542,30.6723,30.1138,30.4484,29.8424,30.1609,30.234,29.8557
"P0A9L3","fklB",28.7317,27.3359,29.2708,28.2091,28.3485,28.2968,27.6722,27.6959,27.8913,28.7347,27.7862,28.6077,27.1182,27.0818,27.9497
"P0A9L5","ppiC",27.3602,26.2779,26.0917,25.7382,26.1117,26.6327,26.0357,25.8211,26.9004,26.7019,26.0154,23.6806,26.7491,26.6827,26.651
"P0A9L8","proC",25.6299,26.6638,25.4073,26.8489,26.2386,26.9189,27.2648,27.4791,25.5794,27.1902,27.1746,27.2519,27.2197,27.1468,27.2308
"P0A9M0","lon",30.0986,29.7516,29.7723,29.9382,29.7825,29.8353,29.7835,29.8745,29.586,30.0037,29.869,30.0288,29.6778,29.6416,29.8201
"P0A9M2","hpt",27.3308,26.6874,27.1871,26.9319,27.1558,27.206,27.0512,26.4147,26.5044,27.2519,27.3444,27.4932,27.2358,26.9854,26.9958
"P0A9M5","gpt",27.3624,27.357,27.5379,28.0344,27.6949,27.3767,27.1582,27.3363,28.2047,27.6503,27.5216,27.8486,28.1418,27.8934,27.6484
"P0A9M8","pta",30.1699,30.2755,30.252,30.4777,30.2098,30.5805,30.2626,30.4125,29.8538,30.4094,30.8082,31.0724,30.0654,30.4957,30.5246
"P0A9N4","pflA",24.0461,26.0649,23.5964,26.1979,24.5021,26.5583,25.7889,25.8294,25.9739,25.6553,25.9696,26.2454,25.8996,25.8728,26.1883
"P0A9P0","lpdA",33.0972,33.0597,32.37,32.7764,31.971,32.7929,33.1216,32.8951,33.0298,33.2015,33.4951,33.9698,33.3383,32.9874,32.9796
"P0A9P4","trxB",29.0041,29.6493,29.0802,29.3008,28.7634,29.4593,29.3313,29.586,28.934,29.1285,29.7367,29.7459,29.3149,29.3603,29.1584
"P0A9P6","deaD",25.581,26.6106,26.4721,26.876,26.5978,27.4209,25.3079,26.1681,25.0428,28.8036,28.9288,28.762,25.2639,25.0191,25.8343
"P0A9Q1","arcA",29.5951,29.7272,29.3188,29.3394,29.0987,29.0629,29.7224,29.3136,29.6428,28.8115,29.2383,27.298,29.6264,29.3479,29.2962
"P0A9Q5","accD",28.6073,28.3439,28.4506,27.8964,28.0014,27.5412,27.5108,27.635,26.7321,27.6719,28.2128,27.4553,27.3624,27.1575,27.1195
"P0A9Q7","adhE",30.3691,30.7816,30.0926,30.6855,29.8672,30.4874,30.3667,30.2876,29.9635,29.8678,30.0715,29.5123,30.5868,30.7187,31.1401
"P0A9Q9","asd",29.1103,29.7164,28.8688,29.8898,29.7107,29.9549,30.6451,30.2375,30.3963,30.4987,30.2813,30.4618,30.0858,29.9609,30.4571
"P0A9R4","fdx",26.4174,26.3465,26.934,23.0602,26.7203,24.5893,26.6851,26.4899,26.1569,27.03,26.9036,27.0321,27.5584,26.6502,26.723
"P0A9S1","fucO",28.3945,28.5648,28.393,28.7462,28.2995,28.7388,28.5304,28.6642,28.4708,28.5596,27.9273,27.1921,29.296,28.6088,28.808
"P0A9S5","gldA",28.3552,28.3186,28.4238,28.5503,27.9381,28.5647,28.8514,28.4683,28.7823,27.8161,27.8029,27.6775,28.6772,29.0674,28.767
"P0A9T0","serA",27.5668,27.465,27.2464,28.3825,27.8917,27.8179,28.0014,28.1518,28.3085,28.1634,28.2866,28.1155,27.8345,27.3364,28.4684
"P0A9T4","tas",23.9787,24.7942,24.9436,26.2953,24.294,25.7414,25.7247,26.0792,24.8979,25.6976,22.6276,24.7701,26.1719,26.3083,26.2851
"P0A9U3","ybiT",25.4368,25.3114,25.2183,25.7241,23.9324,24.836,24.4441,24.976,24.9378,23.6357,23.5609,23.8217,24.1313,24.643,24.2779
"P0A9V1","lptB",25.1877,23.4011,25.2444,25.2725,23.4674,24.5259,25.6217,24.7928,24.9218,25.4312,24.1476,25.6484,25.0192,25.5547,25.1596
"P0A9W3","ettA",30.0794,29.7591,30.3267,29.839,29.918,29.8273,29.661,29.6214,29.4538,29.353,30.0714,30.0287,29.5233,29.5125,29.8532
"P0A9X4","mreB",27.4077,27.2303,28.0249,27.7574,27.4986,27.8176,27.6209,27.7601,27.4514,27.6321,27.914,27.6213,27.2318,27.2783,27.8621
"P0A9X9","cspA",26.2729,23.6073,26.7686,26.7792,26.5886,26.3468,24.3682,24.6131,26.6523,27.2514,26.8984,26.9334,25.4122,25.3565,24.5179
"P0A9Y6","cspC",30.3692,28.5474,31.2395,30.702,31.1229,29.8736,29.8457,30.2065,30.8026,30.7807,30.2442,30.6949,29.6326,28.9811,29.5781
"P0A9Z1","glnB",25.5773,23.2141,26.1652,25.4708,26.0741,25.6939,25.4469,24.9896,25.6329,26.0541,26.0932,25.4727,25.7318,25.1342,25.5888
"P0AA04","ptsH",32.1977,31.7699,32.0304,32.9577,32.1981,33.0776,32.4777,32.3063,33.0092,32.5624,32.1419,31.7306,31.7495,32.4477,31.8903
"P0AA10","rplM",31.6265,31.4361,31.5003,31.2828,31.0805,31.4034,31.278,31.3736,31.0885,32.2112,31.8112,31.8485,31.3217,31.5098,31.7146
"P0AA16","ompR",26.8466,27.3,26.1593,26.7598,25.6339,26.7724,27.1807,27.2047,26.1257,26.1053,26.5441,25.6882,26.6759,26.8721,27.1078
"P0AA25","trxA",31.6623,30.4181,31.1909,31.246,32.1738,31.5176,30.6257,31.2413,30.7606,30.7637,30.0268,30.1099,30.9818,30.4128,31.0688
"P0AA31","yedF",24.3666,25.1029,26.3019,26.9453,27.222,24.4029,26.1155,24.0231,26.4541,26.4224,26.9679,27.65,24.6767,26.2224,24.2896
"P0AA43","rsuA",23.595,25.6812,26.0131,26.6065,26.307,26.2187,25.7492,26.0128,26.0781,26.8693,25.8124,26.2167,25.2143,25.8497,26.4166
"P0AAB4","ubiD",27.4765,27.4228,27.0196,27.3334,27.4559,27.5597,27.6321,27.3212,28.006,27.209,27.1604,26.972,27.5848,26.9857,27.276
"P0AAB6","galF",27.3671,27.8848,27.5606,28.1584,28.0204,28.3,28.0371,28.4792,27.4706,28.2806,28.1518,27.3416,27.8522,27.5906,28.2695
"P0AAB8","uspD",25.6917,24.7991,27.0238,27.4379,28.0065,28.166,26.9942,27.8641,26.7719,26.7141,26.8536,23.4446,26.8588,27.1453,27.4186
"P0AAC0","uspE",29.0646,29.6333,28.6058,29.2478,27.7182,28.2019,29.1979,29.2324,28.9678,28.0069,28.0827,27.5355,29.2229,29.221,29.4016
"P0AAG8","mglA",23.4036,25.5175,24.53,25.5249,25.7,24.3515,23.6523,24.0054,24.1495,24.1166,24.6922,24.1694,25.6041,24.508,23.6228
"P0AAI3","ftsH",25.492,26.8181,25.6528,26.4574,25.6823,25.7282,25.6299,26.2068,26.5916,24.6884,26.936,26.741,26.6078,26.1304,26.2964
"P0AAI5","fabF",30.6659,30.8461,30.5477,30.6237,30.2706,30.4092,29.9986,30.3877,29.6007,30.7533,31.0431,31.4476,30.3156,30.8636,30.3329
"P0AAI9","fabD",29.8844,29.4594,30.358,30.1366,30.6779,30.4162,29.5122,29.1689,30.2938,29.5389,29.627,30.0121,29.7645,29.4533,29.4342
"P0AAN5","yaiA",25.9966,24.753,26.8847,25.1193,26.1834,25.6382,24.9569,24.6487,24.5653,23.6874,25.4897,25.3654,24.6004,25.4825,25.9617
"P0AAN9","iraP",28.232,27.8971,27.8847,28.7304,24.2171,27.2995,28.1913,26.8624,28.2065,27.7972,28.0687,28.0723,28.3047,27.4891,27.9199
"P0AAT6","rsfS",23.4413,23.7346,26.1879,24.4648,26.4943,27.1594,27.227,26.8454,27.1082,28.2736,28.1641,28.3717,26.5728,26.2565,26.0503
"P0AAT9","ybeL",29.7279,29.4408,29.5432,28.9547,29.5352,29.0316,29.23,29.2107,29.9847,28.181,28.7312,27.7895,28.7121,29.1356,30.0318
"P0AAV6","ybgS",25.5733,24.5127,27.1206,25.3101,25.939,25.4554,24.638,25.9262,22.9981,24.2739,24.3183,25.0084,23.5417,25.3097,25.2854
"P0AAX8","ybiS",27.9486,28.3473,27.8844,27.5589,28.1923,27.0049,27.7538,27.8874,27.9659,28.1817,28.1413,27.6186,28.187,27.8921,27.4294
"P0AB03","ycbJ",23.6151,24.7179,25.6286,24.2114,24.0319,24.5639,23.5311,23.7626,24.1352,24.3625,22.6269,24.5589,24.37,25.6023,24.9836
"P0AB14","yccJ",29.173,28.3321,29.3411,28.7937,29.3112,28.6645,28.9515,28.9963,28.9443,28.4919,28.6107,28.5818,28.6011,28.3507,29.034
"P0AB24","efeO",25.1488,23.6423,24.0738,24.5159,24.5874,24.7948,24.6126,24.8153,23.4601,24.4142,24.5756,24.3765,25.0226,24.6777,23.976
"P0AB28","yceD",25.2867,25.1023,24.784,25.7686,25.9631,25.8856,24.64,24.8577,24.2243,25.3871,24.4938,25.0187,25.5998,25.0587,25.5943
"P0AB46","ymgD",24.6818,23.8025,21.9711,22.7403,25.2791,22.6556,24.6597,24.6357,24.9392,23.8078,23.9299,22.5495,22.8051,23.772,23.0354
"P0AB52","ychN",29.0644,28.2755,27.2701,29.4208,27.6471,28.8383,27.803,29.0967,29.0474,29.4493,27.5834,27.4572,29.4385,28.0958,28.8149
"P0AB55","yciI",26.1607,26.1683,27.2784,26.454,27.0151,26.8138,26.5835,26.482,26.699,25.8083,27.4464,26.6132,26.7161,26.9814,27.1416
"P0AB61","yciN",28.1804,27.061,28.2733,27.3919,28.4968,27.6453,27.7745,27.7335,26.6341,27.2584,27.3854,27.8586,27.9869,28.1799,28.1426
"P0AB71","fbaA",32.6053,32.0683,32.308,32.6493,32.3969,32.7683,32.3833,32.3765,32.4516,32.5639,31.9041,32.1657,32.5153,32.5465,32.514
"P0AB77","kbl",30.5358,30.3372,30.8812,30.1581,29.4188,30.0927,30.2054,30.6665,29.788,30.6546,30.698,30.6835,30.2325,30.3881,30.2472
"P0AB80","ilvE",25.3325,24.3569,25.4968,25.0991,25.2337,24.6983,24.885,25.0376,24.0403,25.3808,25.2146,23.6929,25.002,25.5739,24.7913
"P0AB89","purB",29.7614,29.8015,29.9097,29.8579,29.6054,29.6998,29.5616,29.2751,29.1941,30.2249,29.4354,29.0312,29.2941,29.6436,29.7263
"P0AB91","aroG",27.0563,26.8769,27.5924,28.291,27.7254,27.9482,27.5005,28.1272,27.4635,27.6715,28.1158,27.9065,27.7442,28.2357,28.3732
"P0ABA0","atpF",27.6236,27.9321,27.7178,27.0003,26.7774,26.9421,26.7776,26.9797,27.4336,27.1357,28.386,28.5175,26.8298,27.3462,27.3394
"P0ABA4","atpH",27.97,28.8433,27.2553,27.7917,28.4209,27.8059,27.7062,26.9688,28.4449,27.9125,28.5542,28.6492,27.7133,27.6213,27.2782
"P0ABA6","atpG",27.6842,27.8711,26.7112,27.3292,26.6592,26.7468,27.0163,28.1208,27.6321,27.1755,27.7914,27.2215,27.7035,27.6419,27.5881
"P0ABB0","atpA",31.119,31.8598,30.4898,31.4108,30.7179,31.0258,31.4844,31.4152,31.5512,31.0064,31.5694,31.5367,31.4663,31.459,31.3369
"P0ABB4","atpD",31.2558,31.5319,30.7782,31.484,30.2828,31.1351,31.3512,31.5444,31.8829,30.9602,31.4661,31.3556,31.3173,31.2401,31.4172
"P0ABD3","bfr",32.2295,32.0291,31.3437,31.6013,30.957,31.8543,31.763,31.8009,31.9641,30.2865,31.4963,31.463,31.8959,32.1149,32.2674
"P0ABD5","accA",29.2149,29.4103,28.4785,28.9695,28.709,28.9286,28.6573,28.7615,28.7863,28.5434,29.1701,28.5675,28.9584,28.7364,28.8184
"P0ABD8","accB",26.3245,25.6197,26.9208,26.1267,26.2987,25.9209,26.0125,26.0642,26.0902,27.2685,26.9416,27.0417,26.5273,24.6111,25.9527
"P0ABE2","bolA",25.7289,25.2548,23.4967,23.5546,23.3946,25.7431,24.8901,25.8572,24.2774,24.5006,24.4077,23.9294,25.4521,25.6635,25.9088
"P0ABF6","cdd",28.1159,27.6393,27.6267,28.0533,27.1883,27.8091,27.572,27.6063,27.9606,28.1235,27.9943,27.7454,27.6513,27.8233,27.5287
"P0ABH7","gltA",32.6019,32.7974,32.245,31.8958,31.3645,31.8503,32.3639,32.5001,31.9483,32.493,32.3573,32.9308,32.5068,32.6177,32.5281
"P0ABJ9","cydA",26.6172,27.4697,27.3094,26.5395,27.0841,27.1334,26.9033,26.5744,26.2031,26.6337,27.3217,25.4197,25.4637,27.6355,27.5334
"P0ABK5","cysK",32.462,32.724,32.0787,32.8685,32.5221,32.9752,32.7157,32.3882,33.0765,32.723,32.8895,33.1418,32.7222,32.8307,32.818
"P0ABP8","deoD",30.5477,31.0708,31.2375,31.411,31.4803,31.346,31.4532,32.0035,31.399,31.4256,31.5203,31.7179,31.4472,31.3239,31.7063
"P0ABQ0","coaBC",26.4201,28.3496,26.2415,26.3341,26.0883,26.2718,27.4316,25.923,26.387,27.676,27.2575,26.9632,27.4882,27.1397,27.6397
"P0ABQ2","garR",27.3479,27.466,27.6709,28.0824,27.4631,27.8855,27.3112,27.5865,27.5071,27.8884,29.0743,29.2826,27.6141,27.6371,27.9425
"P0ABQ4","folA",25.7111,25.0251,25.5666,24.8794,22.6741,24.9723,24.9119,24.7579,24.8641,25.3954,25.6296,25.4267,24.9771,24.2711,25.1975
"P0ABS1","dksA",29.6351,29.4082,29.3649,29.5249,28.3305,28.9499,29.239,28.9817,29.1164,29.6474,29.5606,28.9907,29.1702,29.1337,28.7979
"P0ABT2","dps",34.5714,34.5264,34.3591,34.2853,34.6468,34.8678,34.8654,34.8346,34.2857,32.0229,33.2162,32.4005,34.6248,35.3448,35.5753
"P0ABU0","menB",28.9021,29.4398,29.0698,28.9046,28.0725,28.8278,28.9193,28.9515,28.6522,28.9317,28.9834,29.6243,29.1396,29.0883,29.1919
"P0ABU2","ychF",26.9436,27.2632,27.5005,27.1804,27.9455,27.1851,26.6887,26.8902,26.5852,26.7662,27.6893,26.6266,26.6002,26.7622,27.0557
"P0ABU5","elbB",29.3082,28.3365,29.4363,29.8085,29.7767,29.7941,28.3224,28.8993,29.7846,29.6516,28.3629,28.2379,28.8073,28.4729,28.203
"P0ABZ6","surA",28.7595,28.2309,28.8413,29.1072,29.1823,29.1674,29.2865,29.4439,29.3736,28.7707,28.5704,27.3993,29.0133,28.978,29.3086
"P0AC19","folX",26.2055,26.0483,25.8805,25.587,24.8161,25.4886,25.342,25.8413,25.6794,26.2405,26.3593,26.5272,25.5542,25.9557,26.1986
"P0AC33","fumA",31.933,31.6577,31.8621,31.4815,31.1605,31.5281,31.6868,31.5386,31.2005,31.7794,31.9615,32.5049,31.3334,31.4403,31.424
"P0AC38","aspA",32.3577,32.1643,32.2594,32.345,31.8272,32.1344,32.2584,32.2231,32.2399,32.3189,32.029,32.2833,32.2797,32.1329,32.3124
"P0AC41","sdhA",29.692,29.8376,29.2791,29.1779,28.8429,29.1188,29.5355,29.5808,29.7112,29.206,29.7793,29.9889,29.3785,29.3583,29.3593
"P0AC47","frdB",24.3937,24.7923,25.623,25.2508,23.9549,25.2698,25.0946,25.1137,25.6393,24.7708,25.032,25.5694,24.4694,26.0796,26.1029
"P0AC53","zwf",28.7293,29.0135,27.7385,28.5915,27.4246,28.3505,28.916,28.9179,28.4565,28.8503,28.323,28.7103,29.1767,28.7621,29.0814
"P0AC59","grxB",31.9329,31.2163,31.932,31.9533,32.4866,32.4784,32.0108,31.9143,31.2564,30.3672,31.0241,30.6059,32.0187,32.065,31.9708
"P0AC62","grxC",28.3185,26.1723,28.8604,28.01,28.729,27.7521,26.396,26.1899,27.5587,26.7294,27.0853,27.1645,26.9558,26.8371,26.8761
"P0AC69","grxD",28.9456,29.1836,29.4322,30.1769,30.1482,30.1841,28.6168,29.4713,28.8444,29.0346,29.156,29.0965,29.5707,29.0164,29.6224
"P0AC84","gloB",26.322,26.0987,26.5435,26.9413,25.9864,26.7209,27.2,27.4752,27.7224,26.5868,26.0318,23.9142,27.0989,25.9043,27.9762
"P0AC86","glgP",27.4956,26.7455,26.163,26.74,23.4455,27.1612,27.7432,27.2326,27.182,27.8674,25.856,25.2579,26.5223,27.3339,28.3646
"P0ACA3","sspA",29.1995,29.6444,28.5261,29.7384,29.0276,29.1755,29.6896,29.6048,29.3945,29.6216,29.2344,29.4284,29.7397,29.4591,29.5532
"P0ACA7","gstB",27.0778,27.7917,27.0756,27.4811,26.2714,27.408,27.9288,27.9007,28.07,27.5294,27.9196,27.5837,27.9719,28.016,28.2445
"P0ACB0","dnaB",24.4767,25.1002,24.5246,25.0081,25.0634,25,25.6206,24.4147,25.1938,24.5448,25.1898,24.694,25.1881,24.3626,24.8418
"P0ACB2","hemB",26.0255,27.7349,27.2767,26.4826,26.4846,26.6678,26.378,26.8477,26.087,27.3325,27.3988,27.0114,26.7987,27.36,27.2371
"P0ACC3","erpA",26.4734,26.3051,26.7982,26.9328,26.7895,26.8235,26.7627,26.5321,26.6691,27.6967,27.5837,27.5752,26.3638,26.4654,26.3935
"P0ACC7","glmU",28.296,27.9144,27.1681,28.0411,26.8463,27.3066,28.1148,27.2536,25.8244,28.4665,27.4211,25.8118,28.4138,28.0964,28.258
"P0ACD4","iscU",27.4636,26.8999,27.527,26.5662,27.4025,26.7802,26.3363,26.2446,26.5655,27.0544,27.3677,27.4263,26.7912,26.7029,26.1539
"P0ACD8","hyaB",25.2671,25.8445,26.3984,26.6976,27.2891,26.8513,26.1456,26.1749,26.2812,24.2652,24.5593,23.9023,26.0551,26.4724,26.8757
"P0ACE0","hybC",24.6904,26.264,24.0821,26.5065,25.956,25.7472,26.8051,26.0993,25.7926,26.5075,25.4076,25.6883,25.59,25.1851,25.3695
"P0ACE7","hinT",29.1437,29.588,29.0779,28.6531,28.9319,28.5938,28.8777,28.8787,28.8099,28.3463,29.1064,28.9469,28.6765,29.0813,28.9115
"P0ACF0","hupA",32.7812,33.1946,33.9905,33.8658,33.8523,33.7726,33.5677,33.8561,34.2774,33.4228,33.5712,33.7182,33.0143,32.5675,33.3023
"P0ACF4","hupB",29.7785,30.4827,31.1662,29.1848,30.4312,30.0241,29.2614,29.262,29.0915,29.8773,30.864,30.5614,29.0299,30.0596,29.7574
"P0ACF8","hns",32.418,32.2994,33.3598,32.4798,33.4564,32.7042,31.8984,32.4527,32.6208,33.0036,32.7343,32.2418,31.8882,31.8256,32.3835
"P0ACG1","stpA",28.3749,27.9374,28.3606,28.2366,28.8896,28.3682,27.3425,27.4225,27.1247,28.351,28.995,28.9761,27.3885,28.023,28.3575
"P0ACI0","rob",25.1093,27.5196,24.5634,26.4695,26.0848,26.051,27.8972,27.4253,27.1512,26.8554,26.2655,24.2599,26.8631,26.8252,27.7459
"P0ACI6","asnC",29.0092,29.0074,28.6985,29.8257,29.603,29.227,29.7106,29.1436,29.6452,29.327,29.4976,29.1776,29.6941,29.8813,29.6998
"P0ACJ0","lrp",27.0511,27.4657,27.5682,27.0805,27.7428,27.4134,26.6772,27.2433,27.4752,26.9882,27.5292,27.3774,27.1311,27.6016,27.5968
"P0ACJ8","crp",28.4649,28.324,28.1943,27.6606,27.2633,27.4629,28.0592,28.1694,27.7657,27.3562,27.6573,27.154,28.5379,27.987,28.4688
"P0ACN4","allR",25.0148,24.1767,23.1568,25.4771,25.5596,25.4517,25.1655,25.5445,26.088,23.7548,24.1638,23.9079,23.3857,23.7568,24.9924
"P0ACP5","gntR",24.0314,28.5689,28.439,27.5344,23.5506,27.8414,28.197,28.1763,27.4938,29.2495,27.9908,27.4724,23.1262,24.4569,27.1239
"P0ACQ4","oxyR",25.5845,24.309,25.0365,25.1566,24.3416,24.892,25.6456,26.2174,25.4416,25.052,24.4764,25.4138,23.7867,24.1665,24.9308
"P0ACU7","yjdC",27.0359,27.5422,26.5081,27.666,26.6733,27.7271,27.3574,27.2714,26.7615,26.6782,27.0907,26.4052,27.9274,27.0885,27.8185
"P0ACW6","ydcH",25.8086,25.6384,25.7069,25.0732,26.2766,25.906,26.9675,26.7191,25.2436,24.1787,26.1844,24.3859,25.6601,26.6854,27.1777
"P0ACX3","ydhR",28.5416,24.3064,28.8016,28.1938,28.6521,28.5269,25.6942,25.4511,28.4699,25.6444,24.4394,23.6053,26.7913,26.8182,27.7328
"P0ACY1","ydjA",29.1416,28.4089,28.5825,29.2736,29.32,29.225,29.4082,29.1448,29.3407,28.4174,28.9051,29.2354,28.9983,28.7935,28.9273
"P0ACY3","yeaG",27.3636,25.5601,28.3052,28.7082,28.1033,28.1327,28.3102,28.7019,27.6468,23.4142,25.6371,24.751,26.2962,27.1121,29.3279
"P0AD05","yecA",28.6254,28.7173,27.6611,28.6585,27.7916,28.0799,28.1087,28.3446,27.6531,27.6204,27.8688,25.5485,28.072,28.0917,28.5473
"P0AD10","yecJ",25.0651,25.222,24.8806,25.6445,24.597,25.3047,24.958,24.7402,25.4237,24.8691,24.992,24.9519,25.0006,25.2946,25.1796
"P0AD12","yeeZ",26.3907,27.8543,27.0987,27.1415,28.4111,27.3385,28.3841,27.4935,27.5751,27.3482,28.3931,27.6901,27.2937,27.3755,27.8614
"P0AD33","yfcZ",27.5187,26.5398,29.2225,28.4863,30.5879,28.088,27.5781,27.6861,27.4734,26.9673,27.0921,24.9392,27.3205,24.0494,27.7536
"P0AD49","raiA",30.9266,31.1645,31.1133,31.3774,31.7211,32.1183,31.8568,31.7075,30.689,31.2715,30.3432,30.4032,31.734,31.4256,31.4232
"P0AD57","ispB",23.8779,24.8519,24.16,25.521,26.3011,26.1822,25.4195,25.578,24.5836,25.2392,25.6461,25.5559,23.9948,26.0266,25.4036
"P0AD59","ivy",28.7469,28.4609,29.4023,29.5077,30.045,29.1402,29.6036,29.4961,29.8577,28.533,29.3134,28.4243,28.908,29.6124,29.7637
"P0AD61","pykF",31.9705,31.7607,31.682,31.4121,31.3175,31.2675,31.3016,31.6132,31.1604,31.7262,31.3325,31.2858,31.8435,31.8345,32.1057
"P0ADA1","tesA",24.3965,23.6382,24.9254,25.3964,24.6106,24.0421,23.9427,24.6869,24.0163,23.6795,23.8302,24.3801,23.4879,23.9215,24.3766
"P0ADA5","yajG",24.2784,26.0604,24.8061,26.821,25.1397,26.238,27.0043,26.7661,27.0894,25.8705,26.598,26.5012,25.9258,25.8024,25.4991
"P0ADB1","osmE",25.7589,25.7174,26.6193,25.3793,24.9155,25.2506,25.187,25.4778,24.9582,24.4683,25.9623,24.9042,24.7988,26.5149,26.2651
"P0ADE6","ygaU",29.6568,29.356,29.911,29.4738,29.7153,29.2339,29.7802,29.9463,29.9772,25.0941,28.2035,27.6003,29.4544,29.9989,30.0727
"P0ADE8","ygfZ",29.6495,29.3873,28.5182,29.5443,28.5676,29.3392,29.6925,29.4366,29.5798,28.5581,28.6862,28.9138,29.7403,29.0986,29.6627
"P0ADG4","suhB",27.7568,27.7035,28.3702,27.8443,27.6782,27.7168,27.487,27.0916,26.168,28.3644,28.2413,28.343,27.6415,27.9136,27.726
"P0ADG7","guaB",29.5052,29.2865,29.528,29.4065,29.8094,29.6568,29.3809,29.3175,29.0346,29.5932,30.0596,30.0314,29.0445,29.5631,29.512
"P0ADI7","yecD",26.2267,25.9037,25.7275,26.444,24.0929,25.4653,25.7387,24.1892,26.7539,24.7747,24.9285,25.5686,24.6548,25.9461,25.6321
"P0ADN2","yifE",28.9023,28.0493,29.4341,27.9399,28.9058,28.2802,27.5652,27.9547,28.4605,29.2185,29.149,29.6174,28.4928,28.2864,28.1432
"P0ADP0","yigB",26.2146,24.8242,23.2353,26.3406,25.7255,26.334,25.2715,26.3435,25.4529,27.0738,26.8572,26.5295,26.7046,26.4896,26.4064
"P0ADP9","yihD",29.5172,29.9816,29.7069,30.1253,30.8498,29.632,30.1001,29.8213,29.836,30.2371,29.8027,29.626,29.7312,29.9083,30.0493
"P0ADR6","rlmM",23.3457,23.2323,24.31,23.6425,23.9126,25.112,24.4154,24.1611,24.4506,24.4218,23.8149,25.0494,24.1762,24.428,23.9365
"P0ADS6","yggE",28.5367,28.8163,28.9529,28.4167,28.6837,28.7296,27.698,27.9339,28.2043,28.3375,28.8551,28.3792,28.3725,28.0417,28.6047
"P0ADT5","ygiC",25.8114,26.2009,24.5938,25.8246,25.1126,25.8801,26.7073,26.4617,26.6615,26.4635,26.1988,26.3924,26.417,25.916,26.1413
"P0ADU2","ygiN",26.45,25.6577,23.8481,27.7421,27.0645,27.3863,26.5776,26.2878,27.2743,26.3968,25.7889,25.2598,26.5647,26.4881,25.9444
"P0ADU5","ygiW",28.9651,28.4027,28.5343,29.0991,28.1324,29.5046,29.2121,28.8404,29.0414,27.915,28.9718,28.5409,28.6214,28.9915,29.6552
"P0ADV7","mlaC",27.8206,27.4689,27.4255,27.3853,27.458,27.3763,28.1479,28.306,26.8553,27.7377,27.1051,26.2461,27.7462,28.1002,28.0578
"P0ADW3","yhcB",24.3576,25.7601,25.4901,24.5434,25.6611,24.7795,25.1904,24.3323,25.6332,22.7217,25.5947,25.4982,24.4136,25.7585,24.957
"P0ADX7","yhhA",24.9485,24.6506,27.358,25.5416,26.0175,26.1808,25.3347,26.9267,24.529,23.0683,23.564,24.3183,24.4876,26.1371,26.1374
"P0ADY3","rplN",28.5894,28.9861,29.1219,29.5175,28.0241,29.2746,29.3505,29.4245,28.9658,29.8657,29.3182,29.7023,28.87,29.4647,29.3864
"P0ADY7","rplP",31.0266,30.8594,31.1943,31.0969,31.695,31.6339,31.3402,30.7879,30.7266,31.5866,31.1107,30.8465,31.1648,30.4307,30.9679
"P0ADZ0","rplW",23.851,26.2383,28.1946,26.7366,27.3364,27.0383,25.9569,26.5187,26.0763,26.8629,26.8515,26.556,26.8137,26.7348,26.4473
"P0ADZ4","rpsO",31.57,31.4025,32.1888,31.6184,31.9318,31.8078,31.4182,31.205,31.5339,31.9739,30.9196,30.991,31.3514,31.2351,31.8207
"P0AE08","ahpC",33.9572,33.4777,33.5199,33.5894,33.6496,33.6115,33.8085,33.8933,33.3519,33.4129,34.2427,34.5102,33.5728,33.5479,33.5951
"P0AE12","amn",27.0828,27.4221,26.7839,26.9873,26.337,27.4814,27.2574,27.607,27.3336,27.1192,27.3986,27.5652,27.5859,27.3104,27.0345
"P0AE18","map",28.0013,27.765,28.1612,28.3169,27.0289,28.2429,28.339,28.3462,28.0376,28.9407,28.7866,28.8995,28.2195,28.7812,28.7344
"P0AE22","aphA",27.6321,27.8303,28.2897,28.1485,28.4301,27.6389,27.4904,26.6598,27.6301,28.9087,28.6738,28.5461,27.5325,27.1916,27.6009
"P0AE48","ytfP",27.0807,26.2901,25.4453,26.7701,25.1559,26.7204,25.8819,26.2429,24.5455,26.4385,26.7738,24.3141,26.9614,23.6308,26.8024
